product_id,product_name,category,corpus_scope,story_status,claim_status,source_backed_slots,total_slots,coverage,verified_labels,candidate_text_chapters,source_receipts,link_only_receipts,public_embeds,source_gaps,public_photo_mode,claim_boundary,next_unlock
rice_krispies_treats_original,Rice Krispies Treats Original,snack bars,full_corpus_shell,full_corpus_selectable,needs_manual_verification,4,6,67,0,0,9,9,0,2,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
skittles_original,Skittles Original,candy,full_corpus_shell,full_corpus_selectable,needs_manual_verification,5,6,83,0,0,8,8,0,1,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
stouffers_lasagna_meat_sauce,Stouffer's Lasagna with Meat & Sauce,frozen foods,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,9,9,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
subway_tuna_sub,Subway Tuna Sub,fast food,full_corpus_shell,full_corpus_selectable,needs_manual_verification,4,6,67,0,0,7,7,0,2,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
wheaties,Wheaties,cereal,full_corpus_shell,full_corpus_selectable,needs_manual_verification,5,6,83,0,0,13,13,0,1,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
7up_original,7UP Original,beverages,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,15,15,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
cool_whip_original,Cool Whip Original,desserts,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,8,8,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
dunkin_glazed_donut,Dunkin' Glazed Donut,fast food,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,8,8,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
frenchs_yellow_mustard,French's Classic Yellow Mustard,condiments,full_corpus_shell,full_corpus_selectable,needs_manual_verification,4,6,67,0,0,11,11,0,2,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
life_cereal_original,Life Cereal Original,cereal,full_corpus_shell,full_corpus_selectable,needs_manual_verification,4,6,67,0,0,8,8,0,2,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
oscar_mayer_bologna,Oscar Mayer Bologna,meat,full_corpus_shell,full_corpus_selectable,needs_manual_verification,4,6,67,0,0,12,12,0,2,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
pearl_milling_pancake_mix_original,Pearl Milling Company Original Pancake Mix,breakfast,full_corpus_shell,full_corpus_selectable,needs_manual_verification,4,6,67,0,0,12,12,0,2,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
grape_nuts,Post Grape-Nuts,cereal,full_corpus_shell,full_corpus_selectable,needs_manual_verification,4,6,67,0,0,10,10,0,2,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
starburst_original,Starburst Original,candy,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,9,9,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
tang_orange,Tang Orange Drink Mix,beverages,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,7,7,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
tootsie_roll,Tootsie Roll,candy,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,15,15,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
sunchips_harvest_cheddar,SunChips Harvest Cheddar,chips,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,22,22,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
ball_park_franks,Ball Park Franks,meat,full_corpus_shell,full_corpus_selectable,needs_manual_verification,4,6,67,0,0,21,21,0,2,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
banquet_chicken_pot_pie,Banquet Chicken Pot Pie,frozen foods,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,9,9,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
dinty_moore_beef_stew,Dinty Moore Beef Stew,prepared foods,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,16,16,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
hebrew_national_franks,Hebrew National Beef Franks,meat,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,11,11,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
hormel_chili_no_beans,Hormel Chili No Beans,prepared foods,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,10,10,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
pillsbury_toaster_strudel_strawberry,Pillsbury Toaster Strudel Strawberry,frozen foods,full_corpus_shell,full_corpus_selectable,needs_manual_verification,4,6,67,0,0,6,6,0,2,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
smuckers_strawberry_preserves,Smucker's Strawberry Preserves,spreads,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,9,9,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
teddy_grahams_honey,Teddy Grahams Honey,cookies,full_corpus_shell,full_corpus_selectable,needs_manual_verification,4,6,67,0,0,14,14,0,2,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
twizzlers_strawberry,Twizzlers Strawberry Twists,candy,full_corpus_shell,full_corpus_selectable,needs_manual_verification,3,6,50,0,0,6,6,0,3,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
lean_cuisine_salisbury_steak,Lean Cuisine Salisbury Steak,frozen foods,full_corpus_shell,full_corpus_selectable,needs_manual_verification,5,6,83,0,0,15,15,0,1,source_receipts_only,Do not publish definitive formulation diffs until source-attributable label text is manually verified.,"Open best source URLs, classify visible panels, archive URLs, and attach verified label text where readable."
